Type,Date,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing,Borough,time_identifier
Person search,2023-05-06 14:05:00,False,,51.646897,-0.131667,Male,10-17,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,,,Enfield,Summer term
Person search,2023-05-06 14:06:00,False,,51.41346,-0.306115,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Community resolution,,,Kingston upon Thames,Summer term
Person search,2023-05-06 14:10:00,False,,51.41311,-0.306171,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Kingston upon Thames,Summer term
Person search,2023-05-06 14:10:00,False,,51.41311,-0.306171,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Kingston upon Thames,Summer term
Person search,2023-05-06 14:25:00,False,,51.612918,-0.066318,Male,10-17,Other ethnic group - Not stated,White,Firearms Act 1968 (section 47),Firearms,A no further action disposal,,,Enfield,Summer term
Person search,2023-05-06 14:30:00,False,,51.468091,-0.283418,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Richmond upon Thames,Summer term
Person search,2023-05-06 14:30:00,False,,51.467833,-0.288759,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,A no further action disposal,,,Richmond upon Thames,Summer term
Person search,2023-05-06 14:33:00,False,,,,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Unknown,Summer term
Person search,2023-05-06 14:43:00,False,,51.612609,-0.065595,Male,10-17,Other ethnic group - Any other ethnic group,White,Firearms Act 1968 (section 47),Firearms,A no further action disposal,,,Enfield,Summer term
Person search,2023-05-06 15:15:00,False,,51.612918,-0.066318,Male,10-17,Other ethnic group - Any other ethnic group,White,Firearms Act 1968 (section 47),Firearms,A no further action disposal,,,Enfield,Summer term
Person search,2023-05-06 15:46:00,False,,51.617321,-0.01813,Male,10-17,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Waltham Forest,Summer term
Person search,2023-05-06 15:50:00,False,,51.480069,0.141825,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Bexley,Summer term
Person search,2023-05-06 15:56:00,False,,51.454674,0.163278,Male,10-17,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Bexley,Summer term
Person search,2023-05-06 16:30:00,False,,51.455749,0.053053,Male,10-17,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,,,Greenwich,Summer term
Person search,2023-05-06 16:30:00,False,,51.343161,-0.018097,Female,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Croydon,Summer term
Person search,2023-05-06 16:40:00,False,,51.509158,-0.13493,Male,10-17,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Unknown,Summer term
Person search,2023-05-06 16:41:00,False,,51.502927,0.088588,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Greenwich,Summer term
Person search,2023-05-06 17:00:00,False,,51.42841,0.012123,Male,10-17,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Community resolution,,,Lewisham,Summer term
Person search,2023-05-06 17:39:00,False,,51.481233,-0.027046,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Lewisham,Summer term
Person search,2023-05-06 17:39:00,False,,51.481233,-0.027046,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Lewisham,Summer term
Person search,2023-05-06 18:00:00,False,,51.545504,-0.007883,Female,10-17,Mixed/Multiple ethnic groups - White and Black Caribbean,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,,,Newham,Summer term
Person search,2023-05-06 18:00:00,False,,51.488631,0.093494,Male,10-17,Black/African/Caribbean/Black British - Caribbean,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,,,Greenwich,Summer term
Person search,2023-05-06 18:00:00,False,,51.505571,-0.2276,Male,10-17,Black/African/Caribbean/Black British - African,Other,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,,,Hammersmith and Fulham,Summer term
Person search,2023-05-06 18:00:00,False,,51.505571,-0.2276,Male,10-17,Black/African/Caribbean/Black British - Caribbean,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,,,Hammersmith and Fulham,Summer term
Person search,2023-05-06 18:01:00,False,,51.488877,-0.226908,Male,10-17,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,,,Hammersmith and Fulham,Summer term
Person search,2023-05-06 18:41:00,False,,51.343161,-0.018097,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Croydon,Summer term
Person search,2023-05-06 19:02:00,False,,51.502927,0.088588,Female,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Greenwich,Summer term
Person search,2023-05-06 19:30:00,False,,51.554346,0.004102,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Waltham Forest,Summer term
Person search,2023-05-06 19:36:00,False,,51.551894,-0.299709,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,,,Unknown,Summer term
Person search,2023-05-06 19:36:00,False,,51.551894,-0.299709,Male,10-17,Asian/Asian British - Any other Asian background,Other,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,,,Unknown,Summer term
Person search,2023-05-06 19:40:00,False,,51.455749,0.053053,Male,10-17,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,,,Greenwich,Summer term
Person search,2023-05-06 19:44:00,False,,51.540225,-0.087831,Male,10-17,Black/African/Caribbean/Black British - Caribbean,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Islington,Summer term
Person search,2023-05-06 19:45:00,False,,51.540225,-0.087831,Female,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Islington,Summer term
Person search,2023-05-06 19:46:00,False,,51.540225,-0.087831,Male,10-17,Other ethnic group - Not stated,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Islington,Summer term
Person search,2023-05-06 19:46:00,False,,51.551894,-0.299709,Male,10-17,Asian/Asian British - Any other Asian background,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Unknown,Summer term
Person search,2023-05-06 19:48:00,False,,51.540225,-0.087831,Female,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Islington,Summer term
Person search,2023-05-06 20:37:00,False,,51.521713,-0.186021,Male,10-17,Asian/Asian British - Any other Asian background,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Unknown,Summer term
Person search,2023-05-06 20:45:00,False,,51.540225,-0.087831,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Islington,Summer term
Person search,2023-05-06 21:37:00,False,,51.57283,0.180847,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Havering,Summer term
Person search,2023-05-07 00:00:00,False,,51.440274,-0.034668,Male,10-17,White - Irish,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Lewisham,Summer term
Person search,2023-05-07 10:53:00,False,,51.514365,-0.143408,Male,10-17,Other ethnic group - Not stated,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Unknown,Summer term
Person search,2023-05-07 10:54:00,False,,51.543422,0.15025,Male,10-17,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Barking and Dagenham,Summer term
Person search,2023-05-07 11:00:00,False,,51.51693,-0.13222,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Camden,Summer term
Person search,2023-05-07 11:30:00,False,,51.440274,-0.034668,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Lewisham,Summer term
Person search,2023-05-07 11:33:00,False,,51.530687,-0.01124,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Newham,Summer term
Person search,2023-05-07 12:36:00,False,,51.561797,0.148145,Male,10-17,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Barking and Dagenham,Summer term
Person search,2023-05-07 12:45:00,False,,51.510226,-0.234682,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Firearms Act 1968 (section 47),Firearms,A no further action disposal,,,Hammersmith and Fulham,Summer term
Person search,2023-05-07 13:50:00,False,,51.463549,-0.169815,Male,10-17,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,,,Wandsworth,Summer term
Person search,2023-05-07 14:07:00,False,,,,Male,10-17,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,,,Unknown,Summer term
Person search,2023-05-07 14:10:00,False,,51.498516,-0.393483,Male,10-17,Asian/Asian British - Any other Asian background,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Ealing,Summer term
Person search,2023-05-07 14:15:00,False,,51.404646,0.013955,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Bromley,Summer term
Person search,2023-05-07 14:44:00,False,,51.513973,-0.236296,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Hammersmith and Fulham,Summer term
Person search,2023-05-07 15:00:00,False,,51.512768,-0.407249,Male,10-17,Asian/Asian British - Indian,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,,,Hillingdon,Summer term
Person search,2023-05-07 15:15:00,False,,51.456678,0.039996,Male,10-17,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,,,Greenwich,Summer term
Person search,2023-05-07 15:16:00,False,,51.428198,-0.084154,Male,10-17,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Southwark,Summer term
Person search,2023-05-07 15:20:00,False,,51.459054,-0.129415,Male,10-17,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Lambeth,Summer term
Person search,2023-05-07 15:20:00,False,,51.463448,-0.111802,Male,10-17,Other ethnic group - Any other ethnic group,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Lambeth,Summer term
Person search,2023-05-07 15:20:00,False,,51.459054,-0.129415,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Lambeth,Summer term
Person search,2023-05-07 15:22:00,False,,51.448334,0.035752,Female,10-17,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,,,Greenwich,Summer term
Person search,2023-05-07 15:24:00,False,,51.448334,0.035752,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,,,Greenwich,Summer term
Person search,2023-05-07 15:25:00,False,,51.503329,-0.091725,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,,,Southwark,Summer term
Person search,2023-05-07 15:30:00,False,,51.459054,-0.129415,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Lambeth,Summer term
Person search,2023-05-07 15:30:00,False,,51.515861,-0.238082,Male,10-17,Other ethnic group - Not stated,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Hammersmith and Fulham,Summer term
Person search,2023-05-07 15:35:00,False,,51.448334,0.035752,Male,10-17,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,,,Greenwich,Summer term
Person search,2023-05-07 15:38:00,False,,51.530687,-0.01124,Male,10-17,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Newham,Summer term
Person search,2023-05-07 15:45:00,False,,51.49608,-0.05882,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,,,Southwark,Summer term
Person search,2023-05-07 15:50:00,False,,51.49608,-0.05882,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Southwark,Summer term
Person search,2023-05-07 15:51:00,False,,51.49608,-0.05882,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Southwark,Summer term
Person search,2023-05-07 16:10:00,False,,,,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Unknown,Summer term
Person search,2023-05-07 16:10:00,False,,51.479154,-0.197244,Male,10-17,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,White,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,A no further action disposal,,,Hammersmith and Fulham,Summer term
Person search,2023-05-07 16:24:00,False,,51.342372,-0.016172,Female,10-17,Other ethnic group - Not stated,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Croydon,Summer term
Person search,2023-05-07 16:25:00,False,,51.578389,0.180957,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Unknown,Summer term
Person search,2023-05-07 16:27:00,False,,51.504643,-0.117434,Male,10-17,Other ethnic group - Not stated,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Lambeth,Summer term
Person search,2023-05-07 16:27:00,False,,51.504643,-0.117434,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Lambeth,Summer term
Person search,2023-05-07 16:27:00,False,,51.504643,-0.117434,Female,10-17,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,,,Lambeth,Summer term
Person search,2023-05-07 16:27:00,False,,51.578389,0.180957,Male,10-17,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Asian,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Unknown,Summer term
Person search,2023-05-07 16:30:00,False,,51.372995,-0.176805,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Sutton,Summer term
Person search,2023-05-07 16:45:00,False,,51.506342,-0.125794,Male,10-17,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Westminster,Summer term
Person search,2023-05-07 17:07:00,False,,51.465582,-0.103075,Male,10-17,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Lambeth,Summer term
Person search,2023-05-07 17:25:00,False,,51.557015,-0.336404,Male,10-17,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Harrow,Summer term
Person search,2023-05-07 17:26:00,False,,51.654874,-0.038496,Female,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Enfield,Summer term
Person search,2023-05-07 17:30:00,False,,51.654874,-0.038496,Male,10-17,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Enfield,Summer term
Person search,2023-05-07 17:33:00,False,,,,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,,,Unknown,Summer term
Person search,2023-05-07 17:40:00,False,,51.557587,0.1359,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Barking and Dagenham,Summer term
Person search,2023-05-07 17:45:00,False,,51.463029,-0.111502,Male,10-17,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Lambeth,Summer term
Person search,2023-05-07 17:52:00,False,,51.463029,-0.111502,Male,10-17,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Lambeth,Summer term
Person search,2023-05-07 17:53:00,False,,51.557272,-0.073931,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Hackney,Summer term
Person search,2023-05-07 18:30:00,False,,51.492891,-0.224735,Male,10-17,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Hammersmith and Fulham,Summer term
Person search,2023-05-07 18:34:00,False,,51.595078,-0.252156,Male,10-17,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Barnet,Summer term
Person search,2023-05-07 18:45:00,False,,51.533307,0.074262,Male,10-17,Black/African/Caribbean/Black British - African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,,,Barking and Dagenham,Summer term
Person search,2023-05-07 18:45:00,False,,51.537584,0.073966,Male,10-17,Other ethnic group - Not stated,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Barking and Dagenham,Summer term
Person search,2023-05-07 19:00:00,False,,51.537584,0.073966,Male,10-17,Other ethnic group - Not stated,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,,,Barking and Dagenham,Summer term
Person search,2023-05-07 19:00:00,False,,51.537584,0.073966,Male,10-17,Other ethnic group - Not stated,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Barking and Dagenham,Summer term
Person search,2023-05-07 19:10:00,False,,51.521916,0.10687,Male,10-17,White - Any other White background,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Unknown,Summer term
Person search,2023-05-07 19:10:00,False,,51.521916,0.10687,Male,10-17,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Unknown,Summer term
Person search,2023-05-07 19:21:00,False,,51.522441,0.11021,Male,10-17,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Barking and Dagenham,Summer term
Person search,2023-05-07 19:25:00,False,,51.522606,0.107017,Male,10-17,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Barking and Dagenham,Summer term
Person search,2023-05-07 19:27:00,False,,,,Male,10-17,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Unknown,Summer term
Person search,2023-05-07 19:30:00,False,,51.666683,-0.197994,Male,10-17,White - Any other White background,White,Firearms Act 1968 (section 47),Firearms,A no further action disposal,,,Barnet,Summer term
Person search,2023-05-07 19:30:00,False,,51.399233,0.015471,Female,10-17,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,A no further action disposal,,,Bromley,Summer term
Person search,2023-05-07 19:31:00,False,,51.666683,-0.197994,Male,10-17,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Barnet,Summer term
Person search,2023-05-07 19:35:00,False,,51.666683,-0.197994,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Firearms Act 1968 (section 47),Firearms,A no further action disposal,,,Barnet,Summer term
Person search,2023-05-07 19:36:00,False,,51.399233,0.015471,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,A no further action disposal,,,Bromley,Summer term
Person search,2023-05-07 19:37:00,False,,,,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,A no further action disposal,,,Unknown,Summer term
Person search,2023-05-07 19:38:00,False,,51.399233,0.015471,Male,10-17,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,A no further action disposal,,,Bromley,Summer term
Person search,2023-05-07 19:45:00,False,,51.595078,-0.252156,Male,10-17,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Barnet,Summer term
Person search,2023-05-07 19:45:00,False,,51.399233,0.015471,Female,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,A no further action disposal,,,Bromley,Summer term
Person search,2023-05-07 19:47:00,False,,51.595078,-0.252156,Male,10-17,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Barnet,Summer term
Person search,2023-05-07 19:57:00,False,,51.492082,0.054988,Male,10-17,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Greenwich,Summer term
Person search,2023-05-07 20:05:00,False,,,,Male,10-17,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Unknown,Summer term
Person search,2023-05-07 20:30:00,False,,51.496701,-0.069181,Male,10-17,Black/African/Caribbean/Black British - Caribbean,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Southwark,Summer term
Person search,2023-05-07 20:30:00,False,,51.496701,-0.069181,Male,10-17,Black/African/Caribbean/Black British - Caribbean,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Southwark,Summer term
Person search,2023-05-07 20:35:00,False,,51.496701,-0.069181,Male,10-17,Other ethnic group - Not stated,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Southwark,Summer term
Person search,2023-05-07 20:35:00,False,,51.496701,-0.069181,Male,10-17,Black/African/Caribbean/Black British - African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Southwark,Summer term
Person search,2023-05-07 20:35:00,False,,51.496701,-0.069181,Male,10-17,Other ethnic group - Not stated,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Southwark,Summer term
Person search,2023-05-07 21:00:00,False,,51.5112,-0.133288,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Westminster,Summer term
Person search,2023-05-07 21:03:00,False,,,,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,A no further action disposal,,,Unknown,Summer term
Person search,2023-05-07 21:46:00,False,,51.498516,-0.393483,Male,10-17,Asian/Asian British - Any other Asian background,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Ealing,Summer term
Person search,2023-05-07 21:52:00,False,,51.538662,-0.015392,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,,,Newham,Summer term
Person search,2023-05-07 22:11:00,False,,,,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,,,Unknown,Summer term
Person search,2023-05-07 22:15:00,False,,51.572062,-0.173902,Male,10-17,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,,,Barnet,Summer term
Person search,2023-05-07 22:26:00,False,,51.426137,-0.165599,Male,10-17,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Wandsworth,Summer term
Person search,2023-05-07 22:26:00,False,,51.426137,-0.165599,Male,10-17,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Wandsworth,Summer term
Person search,2023-05-08 00:10:00,False,,51.529802,-0.09481,Male,10-17,Asian/Asian British - Bangladeshi,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Islington,Summer term
Person search,2023-05-08 10:50:00,False,,,,Male,10-17,Other ethnic group - Not stated,White,Firearms Act 1968 (section 47),Firearms,A no further action disposal,,,Unknown,Summer term
Person search,2023-05-08 11:00:00,False,,,,Male,10-17,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Penalty Notice for Disorder,,,Unknown,Summer term
Person search,2023-05-08 12:03:00,False,,51.503558,-0.078805,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Southwark,Summer term
Person search,2023-05-08 12:03:00,False,,51.500446,-0.076587,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Southwark,Summer term
Person search,2023-05-08 12:04:00,False,,51.503558,-0.078805,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Southwark,Summer term
